"source_file","ref_id","source","year","location_country","location_region","lat","lon","n_obs","obs_type","pred_class","pred_order","pred_genus","pred_species","pred_mass_g","pred_meas_note","prey_class","prey_order","prey_family","prey_genus","prey_species","prey_mass_g","count","certainty","notes"
"new_HJ07-2_pp67-70 Notes on the food habits of Coluber hippocrepis nigrescens from Pantelleria Island a snake that feeds on both carrion and living prey.pdf",24,"Capula_et_al_1997_HerpetolJ_7_67",1997,"Italy","Pantelleria_Island",NA,NA,NA,"Stomach","Reptilia","Squamata","Hemorrhois","hippocrepis",195.18,"study mean mass 195.18+-65.61g (n=11); =Coluber hippocrepis nigrescens","Reptilia","Squamata","Lacertidae","Podarcis","sicula",NA,3,1,"stomach; aggregate prey/pred mass ratio 0.260+-0.184 (range 0.05-0.56, n=11 stomach); pred mean mass 195.18g; SVL measured; 36% of stomach prey CARRION/scavenged"
"new_HJ07-2_pp67-70 Notes on the food habits of Coluber hippocrepis nigrescens from Pantelleria Island a snake that feeds on both carrion and living prey.pdf",25,"Capula_et_al_1997_HerpetolJ_7_67",1997,"Italy","Pantelleria_Island",NA,NA,NA,"Stomach","Reptilia","Squamata","Hemorrhois","hippocrepis",195.18,"study mean mass 195.18+-65.61g (n=11); =Coluber hippocrepis nigrescens","Aves","Passeriformes",NA,"Passeriformes","indet",NA,1,1,"unident passerine; stomach; aggregate prey/pred mass ratio 0.260+-0.184 (range 0.05-0.56, n=11 stomach); pred mean mass 195.18g; SVL measured; 36% of stomach prey CARRION/scavenged"
"new_HJ07-2_pp67-70 Notes on the food habits of Coluber hippocrepis nigrescens from Pantelleria Island a snake that feeds on both carrion and living prey.pdf",26,"Capula_et_al_1997_HerpetolJ_7_67",1997,"Italy","Pantelleria_Island",NA,NA,NA,"Stomach","Reptilia","Squamata","Hemorrhois","hippocrepis",195.18,"study mean mass 195.18+-65.61g (n=11); =Coluber hippocrepis nigrescens","Mammalia","Rodentia","Muridae","Rattus","norvegicus",NA,5,1,"3 of 5 were carrion rats 131/116/103g; aggregate prey/pred mass ratio 0.260+-0.184 (range 0.05-0.56, n=11 stomach); pred mean mass 195.18g; SVL measured; 36% of stomach prey CARRION/scavenged"
"new_HJ07-2_pp67-70 Notes on the food habits of Coluber hippocrepis nigrescens from Pantelleria Island a snake that feeds on both carrion and living prey.pdf",27,"Capula_et_al_1997_HerpetolJ_7_67",1997,"Italy","Pantelleria_Island",NA,NA,NA,"Stomach","Reptilia","Squamata","Hemorrhois","hippocrepis",195.18,"study mean mass 195.18+-65.61g (n=11); =Coluber hippocrepis nigrescens","Mammalia","Rodentia","Muridae","Mus","domesticus",NA,2,1,"stomach; aggregate prey/pred mass ratio 0.260+-0.184 (range 0.05-0.56, n=11 stomach); pred mean mass 195.18g; SVL measured; 36% of stomach prey CARRION/scavenged"
"new_platt2013.pdf",28,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","sp",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",29,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Actinopterygii","Perciformes","Lutjanidae","Lutjanidae","indet",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",30,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Actinopterygii","Beloniformes","Belonidae","Belonidae","indet",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",31,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Amphibia","Anura","Ranidae","Rana","berlandieri",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",32,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Reptilia","Testudines","Geoemydidae","Rhinoclemmys","areolata",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",33,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Reptilia","Squamata","Iguanidae","Ctenosaura","similis",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",34,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Reptilia","Squamata","Boidae","Boa","constrictor",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",35,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","sp",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_platt2013.pdf",36,"Platt_et_al_2013_JHerpetol_47_1",2013,"Belize","coastal_marine_barrier_reef_atolls",NA,NA,NA,"Stomach","Crocodylia","Crocodylia","Crocodylus","acutus",NA,"C. acutus stomachs N=97, SVL hatchling<15cm..adult>90cm (TL to 218cm); OCCURRENCE-based, prey NOT size-paired; diet dominated by crustaceans (75%)+insects (small prey); vertebrates minor","Mammalia",NA,NA,"Mammalia","indet",NA,NA,1,"occurrence-only (Table2 identifiable prey); no paired/individual masses; prey mass->mass layer; documents occasional LARGE vertebrate prey by a croc"
"new_rodriguez-robles_2002.pdf",37,"Rodriguez-Robles_2002_BJLS_77_165",2002,"USA_Mexico","North_America_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Pituophis","catenifer",NA,"REVIEW N=2613 specimens/1066 prey; relative prey mass mean 0.21+-0.26 (range 0.01-1.36, N=53) => mean logPPMR ~ -1.56; ln(prey/snake) decreases with snake mass (Fig5B); prey genera incl Geomys Thomomys Dipodomys Microtus Peromyscus Spermophilus Neotoma Lepus Sylvilagus","Mammalia","Rodentia",NA,"Mammalia","indet",NA,797,1,"category-level count; 74.8% of 1066; pocket gophers/kangaroo rats/voles/squirrels/lagomorphs"
"new_rodriguez-robles_2002.pdf",38,"Rodriguez-Robles_2002_BJLS_77_165",2002,"USA_Mexico","North_America_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Pituophis","catenifer",NA,"REVIEW N=2613 specimens/1066 prey; relative prey mass mean 0.21+-0.26 (range 0.01-1.36, N=53) => mean logPPMR ~ -1.56; ln(prey/snake) decreases with snake mass (Fig5B); prey genera incl Geomys Thomomys Dipodomys Microtus Peromyscus Spermophilus Neotoma Lepus Sylvilagus","Aves","Aves",NA,"Aves","indet",NA,86,1,"category-level count; 8.1%; mostly nestlings/passerines"
"new_rodriguez-robles_2002.pdf",39,"Rodriguez-Robles_2002_BJLS_77_165",2002,"USA_Mexico","North_America_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Pituophis","catenifer",NA,"REVIEW N=2613 specimens/1066 prey; relative prey mass mean 0.21+-0.26 (range 0.01-1.36, N=53) => mean logPPMR ~ -1.56; ln(prey/snake) decreases with snake mass (Fig5B); prey genera incl Geomys Thomomys Dipodomys Microtus Peromyscus Spermophilus Neotoma Lepus Sylvilagus","Aves",NA,NA,"Aves","egg",NA,127,1,"category-level count; 11.9%; bird eggs"
"new_rodriguez-robles_2002.pdf",40,"Rodriguez-Robles_2002_BJLS_77_165",2002,"USA_Mexico","North_America_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Pituophis","catenifer",NA,"REVIEW N=2613 specimens/1066 prey; relative prey mass mean 0.21+-0.26 (range 0.01-1.36, N=53) => mean logPPMR ~ -1.56; ln(prey/snake) decreases with snake mass (Fig5B); prey genera incl Geomys Thomomys Dipodomys Microtus Peromyscus Spermophilus Neotoma Lepus Sylvilagus","Reptilia","Squamata","Lacertilia","Lacertilia","indet",NA,35,1,"category-level count; 3.3%; lizards Sceloporus/Cnemidophorus etc"
"new_rodriguez-robles_2002.pdf",41,"Rodriguez-Robles_2002_BJLS_77_165",2002,"USA_Mexico","North_America_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Pituophis","catenifer",NA,"REVIEW N=2613 specimens/1066 prey; relative prey mass mean 0.21+-0.26 (range 0.01-1.36, N=53) => mean logPPMR ~ -1.56; ln(prey/snake) decreases with snake mass (Fig5B); prey genera incl Geomys Thomomys Dipodomys Microtus Peromyscus Spermophilus Neotoma Lepus Sylvilagus","Reptilia","Squamata","Serpentes","Serpentes","indet",NA,5,1,"category-level count; 0.5%; snakes"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",42,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Reptilia","Squamata","Serpentes","Serpentes","indet",39.5,129,1,"per-item mean = 5099g total biomass / 129 items (Table2); logPPMR=-1.20"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",43,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Mammalia","Rodentia",NA,"Mammalia","indet",22.4,130,1,"per-item mean = 2912g total biomass / 130 items (Table2); logPPMR=-1.77"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",44,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Reptilia","Squamata","Lacertilia","Lacertilia","indet",14.5,111,1,"per-item mean = 1608g total biomass / 111 items (Table2); logPPMR=-2.20"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",45,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Aves","Aves",NA,"Aves","indet",26.9,50,1,"per-item mean = 1345g total biomass / 50 items (Table2); logPPMR=-1.59"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",46,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Reptilia","Squamata",NA,"Squamata","egg",8.7,16,1,"per-item mean = 139g total biomass / 16 items (Table2); logPPMR=-2.72"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",47,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Reptilia","Squamata",NA,"Squamata","indet",18.7,6,1,"per-item mean = 112g total biomass / 6 items (Table2); logPPMR=-1.95"
"new_KingsnakeFeedingEcologyWiseman_etal_2019.pdf",48,"Wiseman_et_al_2019_HCB_14_1",2019,"USA_Mexico","California_kingsnake_rangewide",NA,NA,NA,"Stomach","Reptilia","Squamata","Lampropeltis","californiae",131.5,"L. californiae SVL mean 65.5cm (n=202); body mass mean 131.5+-110.2g (range 7.5-548, n=200); rel prey mass 0.24+-0.19 (range 0.01-0.73, n=43) => mean logPPMR ~-1.43; ophiophagous (29% snakes incl rattlesnakes). prey_mass = Table2 biomass/frequency (per-item mean)","Amphibia","Anura",NA,"Amphibia","indet",9.8,5,1,"per-item mean = 49g total biomass / 5 items (Table2); logPPMR=-2.60"
"new_113sexualdimorphism.pdf",49,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Ambassidae","Ambassis","sp",NA,NA,1,"fish prey; glass perch; most numerous; SL small"
"new_113sexualdimorphism.pdf",50,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Apogonidae","Glossamia","aprion",NA,NA,1,"fish prey; mouth almighty; 2nd most common"
"new_113sexualdimorphism.pdf",51,"Houston_Shine_1993_JAnimEcol_62_737",1993,"Australia","Magela_Creek_Kakadu_NT",NA,NA,NA,"Stomach","Reptilia","Squamata","Acrochordus","arafurae",NA,"Acrochordus arafurae piscivorous; extreme sexual size dimorphism (F to 2.0m, M to 1.5m); FEMALES single large prey (high PPMR) vs MALES many small prey (low PPMR); prey SL 35-480mm; Magela Ck Kakadu NT Australia; prey masses->FishBase mass layer","Actinopterygii",NA,"Eleotridae","Oxyeleotris","lineolatus",NA,NA,1,"fish prey; sleepy cod; LARGEST prey SL up to 480mm; ~90% of female stomach mass"
